name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Midnight City,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4E-06,0.0658,0.272,105.013,audio_features,6GyFP1nfCDB8lbD2bG0Hq9,spotify:track:6GyFP1nfCDB8lbD2bG0Hq9,https://api.spotify.com/v1/tracks/6GyFP1nfCDB8lbD2bG0Hq9,https://api.spotify.com/v1/audio-analysis/6GyFP1nfCDB8lbD2bG0Hq9,243960,4
Tu Melodía,0.432,0.6,8,-7.322,1,0.0366,0.681,2.42E-06,0.0853,0.784,174.656,audio_features,5aj6TYaCyWauBTaAlfR6Ke,spotify:track:5aj6TYaCyWauBTaAlfR6Ke,https://api.spotify.com/v1/tracks/5aj6TYaCyWauBTaAlfR6Ke,https://api.spotify.com/v1/audio-analysis/5aj6TYaCyWauBTaAlfR6Ke,237800,4
Walk On the Ocean,0.395,0.502,6,-8.328,1,0.0309,0.236,5.79E-06,0.332,0.323,183.237,audio_features,2JAECj9kBYQHb8AqJ2rsxt,spotify:track:2JAECj9kBYQHb8AqJ2rsxt,https://api.spotify.com/v1/tracks/2JAECj9kBYQHb8AqJ2rsxt,https://api.spotify.com/v1/audio-analysis/2JAECj9kBYQHb8AqJ2rsxt,178376,3
Remisero,0.387,0.836,0,-6.438,1,0.145,0.0599,0,0.567,0.562,183.37,audio_features,0nhhk7qS2jmjPWsuD1dtRn,spotify:track:0nhhk7qS2jmjPWsuD1dtRn,https://api.spotify.com/v1/tracks/0nhhk7qS2jmjPWsuD1dtRn,https://api.spotify.com/v1/audio-analysis/0nhhk7qS2jmjPWsuD1dtRn,202800,4
Dance With Somebody,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293,4
He Needs Help,0.141,0.0449,0,-26.108,1,0.0364,0.949,0.961,0.0872,0.0377,67.461,audio_features,39hBYtqNwwl7v0gynAWyZj,spotify:track:39hBYtqNwwl7v0gynAWyZj,https://api.spotify.com/v1/tracks/39hBYtqNwwl7v0gynAWyZj,https://api.spotify.com/v1/audio-analysis/39hBYtqNwwl7v0gynAWyZj,190667,4
El Arbol De La Noche Triste,0.507,0.795,9,-7.549,0,0.0394,0.0157,3.5E-05,0.122,0.156,104,audio_features,5zxqO6iRDRuYGsEAG9BJ5h,spotify:track:5zxqO6iRDRuYGsEAG9BJ5h,https://api.spotify.com/v1/tracks/5zxqO6iRDRuYGsEAG9BJ5h,https://api.spotify.com/v1/audio-analysis/5zxqO6iRDRuYGsEAG9BJ5h,288670,4
Soft Forest Clappering,0.094,0.532,1,-23.832,1,0.0759,0.00581,0.986,0.364,0.0285,82.397,audio_features,5bcHiKNME9lrvd6rUJ5zxT,spotify:track:5bcHiKNME9lrvd6rUJ5zxT,https://api.spotify.com/v1/tracks/5bcHiKNME9lrvd6rUJ5zxT,https://api.spotify.com/v1/audio-analysis/5bcHiKNME9lrvd6rUJ5zxT,119631,3
Morir todavía,0.54,0.786,9,-3.01,1,0.0322,0.000575,1.76E-05,0.335,0.491,129.507,audio_features,2O8t3a09MDOyqcaHeh9lOp,spotify:track:2O8t3a09MDOyqcaHeh9lOp,https://api.spotify.com/v1/tracks/2O8t3a09MDOyqcaHeh9lOp,https://api.spotify.com/v1/audio-analysis/2O8t3a09MDOyqcaHeh9lOp,254627,4
It's My Life,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35E-05,0.347,0.544,119.992,audio_features,0v1XpBHnsbkCn7iJ9Ucr1l,spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l,https://api.spotify.com/v1/tracks/0v1XpBHnsbkCn7iJ9Ucr1l,https://api.spotify.com/v1/audio-analysis/0v1XpBHnsbkCn7iJ9Ucr1l,224493,4
Circle of Rain,0.155,0.0811,2,-23.554,1,0.147,0.0791,0.86,0.377,0.00928,131.35,audio_features,71XsLqUK4kmYNW8fV5HYVV,spotify:track:71XsLqUK4kmYNW8fV5HYVV,https://api.spotify.com/v1/tracks/71XsLqUK4kmYNW8fV5HYVV,https://api.spotify.com/v1/audio-analysis/71XsLqUK4kmYNW8fV5HYVV,155295,4
Watermelon Sugar,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000,4
Ana,0.763,0.58,8,-6.196,1,0.144,0.0466,1.6E-05,0.154,0.608,175.937,audio_features,5iw28wvyHgj4ppOu5AdcEU,spotify:track:5iw28wvyHgj4ppOu5AdcEU,https://api.spotify.com/v1/tracks/5iw28wvyHgj4ppOu5AdcEU,https://api.spotify.com/v1/audio-analysis/5iw28wvyHgj4ppOu5AdcEU,212011,4
Nada que perder (X-Ray Specs),0.566,1,11,-3.605,1,0.0692,0.0248,0.00187,0.1,0.806,155.907,audio_features,1Ku8bnqnnkBMq30v5ReETb,spotify:track:1Ku8bnqnnkBMq30v5ReETb,https://api.spotify.com/v1/tracks/1Ku8bnqnnkBMq30v5ReETb,https://api.spotify.com/v1/audio-analysis/1Ku8bnqnnkBMq30v5ReETb,213560,4
Embarrassment,0.463,0.829,5,-4.892,0,0.0312,0.122,0.0668,0.183,0.863,152.316,audio_features,2HaS8ukAb0Y7kn8cpMCasQ,spotify:track:2HaS8ukAb0Y7kn8cpMCasQ,https://api.spotify.com/v1/tracks/2HaS8ukAb0Y7kn8cpMCasQ,https://api.spotify.com/v1/audio-analysis/2HaS8ukAb0Y7kn8cpMCasQ,191853,4
You Oughta Know - 2015 Remaster,0.665,0.834,4,-7.737,1,0.0576,0.21,0,0.452,0.411,105.292,audio_features,3jS7bB0oXVOwGFZn3aE5NV,spotify:track:3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/tracks/3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/audio-analysis/3jS7bB0oXVOwGFZn3aE5NV,249493,4
Fall Together,0.508,0.918,8,-4.444,1,0.0654,0.000307,0.0197,0.148,0.648,169.984,audio_features,1H3abUxP4T6cGPKireTiMr,spotify:track:1H3abUxP4T6cGPKireTiMr,https://api.spotify.com/v1/tracks/1H3abUxP4T6cGPKireTiMr,https://api.spotify.com/v1/audio-analysis/1H3abUxP4T6cGPKireTiMr,200223,4
Bela adormecida,0.309,0.025,3,-26.126,1,0.0462,0.99,0.931,0.0924,0.0637,66.463,audio_features,1S252DWEYC5Fy7WfwFeRZF,spotify:track:1S252DWEYC5Fy7WfwFeRZF,https://api.spotify.com/v1/tracks/1S252DWEYC5Fy7WfwFeRZF,https://api.spotify.com/v1/audio-analysis/1S252DWEYC5Fy7WfwFeRZF,145475,5
Bleed American,0.438,0.938,6,-5.611,0,0.094,0.00842,1.08E-06,0.806,0.584,160.212,audio_features,61XspFITuKmAlYdQacNCbF,spotify:track:61XspFITuKmAlYdQacNCbF,https://api.spotify.com/v1/tracks/61XspFITuKmAlYdQacNCbF,https://api.spotify.com/v1/audio-analysis/61XspFITuKmAlYdQacNCbF,181493,4
Phantasm,0.608,0.0691,6,-13.308,1,0.0983,0.818,0.929,0.0919,0.203,81.014,audio_features,3sLE4qjauZPuKefQ8V9DTU,spotify:track:3sLE4qjauZPuKefQ8V9DTU,https://api.spotify.com/v1/tracks/3sLE4qjauZPuKefQ8V9DTU,https://api.spotify.com/v1/audio-analysis/3sLE4qjauZPuKefQ8V9DTU,124452,4
Gloria,0.545,0.714,11,-6.021,1,0.0367,0.659,5.57E-06,0.0785,0.661,78.107,audio_features,5moOuyUn8pxOaCYa2zsKyd,spotify:track:5moOuyUn8pxOaCYa2zsKyd,https://api.spotify.com/v1/tracks/5moOuyUn8pxOaCYa2zsKyd,https://api.spotify.com/v1/audio-analysis/5moOuyUn8pxOaCYa2zsKyd,216120,4
Elements of Calm,0.0795,0.0182,5,-32.828,1,0.0563,0.889,0.963,0.111,0.0375,60.883,audio_features,0l4nTCCQFJGhpSUMTGxvrB,spotify:track:0l4nTCCQFJGhpSUMTGxvrB,https://api.spotify.com/v1/tracks/0l4nTCCQFJGhpSUMTGxvrB,https://api.spotify.com/v1/audio-analysis/0l4nTCCQFJGhpSUMTGxvrB,234808,5
Empty - Remastered 2020,0.369,0.359,4,-8.727,0,0.0273,0.423,0.00077,0.112,0.0721,116.351,audio_features,0PRjGgXbeUISeAETYZA9oY,spotify:track:0PRjGgXbeUISeAETYZA9oY,https://api.spotify.com/v1/tracks/0PRjGgXbeUISeAETYZA9oY,https://api.spotify.com/v1/audio-analysis/0PRjGgXbeUISeAETYZA9oY,208960,4
"Alone, Pt. II",0.67,0.668,3,-4.306,0,0.0422,0.536,0,0.133,0.608,88.033,audio_features,0bMbDctzMmTyK2j74j3nF3,spotify:track:0bMbDctzMmTyK2j74j3nF3,https://api.spotify.com/v1/tracks/0bMbDctzMmTyK2j74j3nF3,https://api.spotify.com/v1/audio-analysis/0bMbDctzMmTyK2j74j3nF3,179053,4
Concentrate on the beat,0.0852,0.0101,2,-32.984,1,0.0464,0.471,0.745,0.112,0.0771,85.348,audio_features,2JhxQaPl3FqixF5iWqfbi3,spotify:track:2JhxQaPl3FqixF5iWqfbi3,https://api.spotify.com/v1/tracks/2JhxQaPl3FqixF5iWqfbi3,https://api.spotify.com/v1/audio-analysis/2JhxQaPl3FqixF5iWqfbi3,198250,4
Deep Vold,0.969,0.568,6,-9.206,0,0.142,0.11,0.0289,0.177,0.192,128.01,audio_features,6Nt4r6XCWXzG0vnrYEZJXA,spotify:track:6Nt4r6XCWXzG0vnrYEZJXA,https://api.spotify.com/v1/tracks/6Nt4r6XCWXzG0vnrYEZJXA,https://api.spotify.com/v1/audio-analysis/6Nt4r6XCWXzG0vnrYEZJXA,330365,4
Shout,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87E-05,0.139,0.498,97.909,audio_features,2gQaQUhDCNGfBVXTvxAmXQ,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,https://api.spotify.com/v1/tracks/2gQaQUhDCNGfBVXTvxAmXQ,https://api.spotify.com/v1/audio-analysis/2gQaQUhDCNGfBVXTvxAmXQ,393667,4
Monagah (Prayer),0.672,0.184,7,-17.904,0,0.0326,0.769,0.951,0.0755,0.348,109.997,audio_features,3XlalwVyxZNa6otxJyUj3n,spotify:track:3XlalwVyxZNa6otxJyUj3n,https://api.spotify.com/v1/tracks/3XlalwVyxZNa6otxJyUj3n,https://api.spotify.com/v1/audio-analysis/3XlalwVyxZNa6otxJyUj3n,331600,4
Se Me Va A Quemar El Corazón,0.606,0.431,7,-5.673,1,0.0338,0.404,0,0.256,0.649,140.051,audio_features,1yFIOZyCv7n6MTtcr1ttCg,spotify:track:1yFIOZyCv7n6MTtcr1ttCg,https://api.spotify.com/v1/tracks/1yFIOZyCv7n6MTtcr1ttCg,https://api.spotify.com/v1/audio-analysis/1yFIOZyCv7n6MTtcr1ttCg,252400,3
O.P.P. (Re-Recorded),0.776,0.968,4,-4.25,0,0.0914,0.00147,0,0.204,0.667,97.765,audio_features,19QKzuW4mgq2Kuu7aHa4Ll,spotify:track:19QKzuW4mgq2Kuu7aHa4Ll,https://api.spotify.com/v1/tracks/19QKzuW4mgq2Kuu7aHa4Ll,https://api.spotify.com/v1/audio-analysis/19QKzuW4mgq2Kuu7aHa4Ll,250173,4
Lluvia suave,0.141,0.923,5,-21.403,0,0.0636,0.0757,0.976,0.898,0.00962,101.285,audio_features,19vICChcY7vRxy4NXp28mn,spotify:track:19vICChcY7vRxy4NXp28mn,https://api.spotify.com/v1/tracks/19vICChcY7vRxy4NXp28mn,https://api.spotify.com/v1/audio-analysis/19vICChcY7vRxy4NXp28mn,118000,4
A Guiding Hand,0.118,0.0542,5,-31.686,1,0.0374,0.967,0.806,0.0721,0.0376,72.179,audio_features,4TYEDIzZYJYamfv3NtndPD,spotify:track:4TYEDIzZYJYamfv3NtndPD,https://api.spotify.com/v1/tracks/4TYEDIzZYJYamfv3NtndPD,https://api.spotify.com/v1/audio-analysis/4TYEDIzZYJYamfv3NtndPD,176061,4
Be Around,0.753,0.703,4,-5.095,1,0.0621,0.0814,5.65E-05,0.442,0.814,82.477,audio_features,08x5le4w5CXDWoPMVF61kJ,spotify:track:08x5le4w5CXDWoPMVF61kJ,https://api.spotify.com/v1/tracks/08x5le4w5CXDWoPMVF61kJ,https://api.spotify.com/v1/audio-analysis/08x5le4w5CXDWoPMVF61kJ,181260,4
Portals,0.171,0.505,7,-10.525,1,0.0521,0.431,0.962,0.262,0.0796,92.613,audio_features,0OVtnS3l4vThGxkdqCxN6K,spotify:track:0OVtnS3l4vThGxkdqCxN6K,https://api.spotify.com/v1/tracks/0OVtnS3l4vThGxkdqCxN6K,https://api.spotify.com/v1/audio-analysis/0OVtnS3l4vThGxkdqCxN6K,197213,4
Counting Stars,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,audio_features,2tpWsVSb9UEmDRxAl1zhX1,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,https://api.spotify.com/v1/tracks/2tpWsVSb9UEmDRxAl1zhX1,https://api.spotify.com/v1/audio-analysis/2tpWsVSb9UEmDRxAl1zhX1,257267,4
Let Me,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,audio_features,0lYBSQXN6rCTvUZvg9S0lU,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/audio-analysis/0lYBSQXN6rCTvUZvg9S0lU,205947,4
Every Breath You Take,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,audio_features,1JSTJqkT5qHq8MDJnJbRE1,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920,4
Let Her Cry,0.352,0.698,7,-6.278,1,0.0303,0.0353,0,0.113,0.256,142.57,audio_features,6NGi23FFKq9tH5NR1NcTw2,spotify:track:6NGi23FFKq9tH5NR1NcTw2,https://api.spotify.com/v1/tracks/6NGi23FFKq9tH5NR1NcTw2,https://api.spotify.com/v1/audio-analysis/6NGi23FFKq9tH5NR1NcTw2,318533,4
Search and Destroy,0.235,0.977,6,0.878,1,0.107,0.00353,0.00604,0.172,0.241,152.952,audio_features,00sydAz6PeOxYzwG1dRIPi,spotify:track:00sydAz6PeOxYzwG1dRIPi,https://api.spotify.com/v1/tracks/00sydAz6PeOxYzwG1dRIPi,https://api.spotify.com/v1/audio-analysis/00sydAz6PeOxYzwG1dRIPi,208133,4
Ambiance Road,0.166,0.067,0,-26.335,1,0.0511,0.992,0.947,0.074,0.0692,109.859,audio_features,4RGV6HrznqfOsXVFP1xWfZ,spotify:track:4RGV6HrznqfOsXVFP1xWfZ,https://api.spotify.com/v1/tracks/4RGV6HrznqfOsXVFP1xWfZ,https://api.spotify.com/v1/audio-analysis/4RGV6HrznqfOsXVFP1xWfZ,228556,4
Fireball,0.761,0.933,10,-5.38,1,0.056,0.0908,8.53E-05,0.0607,0.836,122.959,audio_features,4Y7XAxTANhu3lmnLAzhWJW,spotify:track:4Y7XAxTANhu3lmnLAzhWJW,https://api.spotify.com/v1/tracks/4Y7XAxTANhu3lmnLAzhWJW,https://api.spotify.com/v1/audio-analysis/4Y7XAxTANhu3lmnLAzhWJW,236200,4
Heroes,0.49,0.758,7,-6.491,1,0.0297,0.000671,0.484,0.092,0.435,112.114,audio_features,7Jh1bpe76CNTCgdgAdBw4Z,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/tracks/7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z,371413,4
Vaquero,0.573,0.457,7,-3.499,1,0.0332,0.823,2.18E-06,0.108,0.576,125.189,audio_features,01EW9CJtFpZ8RpzawaTJzn,spotify:track:01EW9CJtFpZ8RpzawaTJzn,https://api.spotify.com/v1/tracks/01EW9CJtFpZ8RpzawaTJzn,https://api.spotify.com/v1/audio-analysis/01EW9CJtFpZ8RpzawaTJzn,226547,4
In This World - 2006 Remastered Version,0.547,0.725,4,-6.134,1,0.0488,0.00867,0.0111,0.297,0.359,104.971,audio_features,6oEkqtOymKp9vkxGjnKns3,spotify:track:6oEkqtOymKp9vkxGjnKns3,https://api.spotify.com/v1/tracks/6oEkqtOymKp9vkxGjnKns3,https://api.spotify.com/v1/audio-analysis/6oEkqtOymKp9vkxGjnKns3,206560,4
Lithium,0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,audio_features,5vHLwhxxlGzmClMcxRRFPr,spotify:track:5vHLwhxxlGzmClMcxRRFPr,https://api.spotify.com/v1/tracks/5vHLwhxxlGzmClMcxRRFPr,https://api.spotify.com/v1/audio-analysis/5vHLwhxxlGzmClMcxRRFPr,257053,4
Where Is My Mind? - Remastered,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,audio_features,7wCmS9TTVUcIhRalDYFgPy,spotify:track:7wCmS9TTVUcIhRalDYFgPy,https://api.spotify.com/v1/tracks/7wCmS9TTVUcIhRalDYFgPy,https://api.spotify.com/v1/audio-analysis/7wCmS9TTVUcIhRalDYFgPy,234973,4
Soy Pandillero,0.522,0.873,9,-6.33,0,0.0599,0.00183,9.27E-06,0.822,0.519,82.503,audio_features,5xeZDsYEOaBWAAFexDACba,spotify:track:5xeZDsYEOaBWAAFexDACba,https://api.spotify.com/v1/tracks/5xeZDsYEOaBWAAFexDACba,https://api.spotify.com/v1/audio-analysis/5xeZDsYEOaBWAAFexDACba,224151,4
Lullaby,0.508,0.832,11,-4.395,1,0.032,0.000372,0,0.0859,0.404,136.004,audio_features,2vBiZ7nBe0OqTZKWGP0s4K,spotify:track:2vBiZ7nBe0OqTZKWGP0s4K,https://api.spotify.com/v1/tracks/2vBiZ7nBe0OqTZKWGP0s4K,https://api.spotify.com/v1/audio-analysis/2vBiZ7nBe0OqTZKWGP0s4K,228107,4
C'est Pas Moi,0.613,0.416,4,-11.723,1,0.0295,0.0744,0.727,0.123,0.267,73.5,audio_features,1YIjej0CUTyxjZiGuHhkLg,spotify:track:1YIjej0CUTyxjZiGuHhkLg,https://api.spotify.com/v1/tracks/1YIjej0CUTyxjZiGuHhkLg,https://api.spotify.com/v1/audio-analysis/1YIjej0CUTyxjZiGuHhkLg,206094,3
Desert Skies,0.369,0.0426,0,-25.318,0,0.0499,0.995,0.952,0.12,0.187,78.66,audio_features,55Mk4VZBG6PQBuNTDxFDrL,spotify:track:55Mk4VZBG6PQBuNTDxFDrL,https://api.spotify.com/v1/tracks/55Mk4VZBG6PQBuNTDxFDrL,https://api.spotify.com/v1/audio-analysis/55Mk4VZBG6PQBuNTDxFDrL,153734,5
Anybody Seen My Baby? - Remastered,0.605,0.742,4,-4.363,0,0.0327,0.00286,0.00105,0.256,0.47,105.04,audio_features,4tXr9v3K7nWW1aebWqR1B7,spotify:track:4tXr9v3K7nWW1aebWqR1B7,https://api.spotify.com/v1/tracks/4tXr9v3K7nWW1aebWqR1B7,https://api.spotify.com/v1/audio-analysis/4tXr9v3K7nWW1aebWqR1B7,271160,4
New Moon,0.432,0.00531,11,-34.868,1,0.0553,0.994,0.953,0.113,0.139,85.137,audio_features,4SWqlyQxKodNKeirLkcysT,spotify:track:4SWqlyQxKodNKeirLkcysT,https://api.spotify.com/v1/tracks/4SWqlyQxKodNKeirLkcysT,https://api.spotify.com/v1/audio-analysis/4SWqlyQxKodNKeirLkcysT,180000,3
Sueño Lúcido,0.0997,0.04,5,-21.754,1,0.0401,0.968,0.669,0.0888,0.0327,72.379,audio_features,20G2renN0RS9I28qoVXexF,spotify:track:20G2renN0RS9I28qoVXexF,https://api.spotify.com/v1/tracks/20G2renN0RS9I28qoVXexF,https://api.spotify.com/v1/audio-analysis/20G2renN0RS9I28qoVXexF,292001,4
Historia Salvaje - En Vivo,0.474,0.953,9,-7.655,1,0.0732,0.00257,1.16E-05,0.953,0.594,139.66,audio_features,4i5ZqrbeRLPMYlnAWn7k3Y,spotify:track:4i5ZqrbeRLPMYlnAWn7k3Y,https://api.spotify.com/v1/tracks/4i5ZqrbeRLPMYlnAWn7k3Y,https://api.spotify.com/v1/audio-analysis/4i5ZqrbeRLPMYlnAWn7k3Y,292702,4
Nosotros Somos Los Marranos - studio,0.693,0.47,1,-8.36,0,0.0304,0.637,0,0.248,0.838,97.59,audio_features,0AdS0rc7b1GxKI29f3FGCN,spotify:track:0AdS0rc7b1GxKI29f3FGCN,https://api.spotify.com/v1/tracks/0AdS0rc7b1GxKI29f3FGCN,https://api.spotify.com/v1/audio-analysis/0AdS0rc7b1GxKI29f3FGCN,321267,4
Ethereal,0.172,0.00946,7,-34.226,1,0.0378,0.878,0.897,0.104,0.0343,75.555,audio_features,1E8X81mDNXxPlzIWGdwFmg,spotify:track:1E8X81mDNXxPlzIWGdwFmg,https://api.spotify.com/v1/tracks/1E8X81mDNXxPlzIWGdwFmg,https://api.spotify.com/v1/audio-analysis/1E8X81mDNXxPlzIWGdwFmg,226833,3
Jerk,0.521,0.707,9,-4.101,0,0.0428,0.0327,0.000164,0.227,0.298,159.824,audio_features,065bY5WrLvI3NN9VCK0QLe,spotify:track:065bY5WrLvI3NN9VCK0QLe,https://api.spotify.com/v1/tracks/065bY5WrLvI3NN9VCK0QLe,https://api.spotify.com/v1/audio-analysis/065bY5WrLvI3NN9VCK0QLe,135021,4
Incisif,0.11,0.0267,7,-35.763,1,0.0422,0.553,0.841,0.111,0.0508,77.866,audio_features,6wdW5qgYw9CUXD9on4ylLn,spotify:track:6wdW5qgYw9CUXD9on4ylLn,https://api.spotify.com/v1/tracks/6wdW5qgYw9CUXD9on4ylLn,https://api.spotify.com/v1/audio-analysis/6wdW5qgYw9CUXD9on4ylLn,149500,3
From The Clouds,0.121,0.843,10,-23.783,1,0.0456,0.115,0.969,0.714,1E-05,87.28,audio_features,5Tq5QmvIqEPV9mQt6FkvEj,spotify:track:5Tq5QmvIqEPV9mQt6FkvEj,https://api.spotify.com/v1/tracks/5Tq5QmvIqEPV9mQt6FkvEj,https://api.spotify.com/v1/audio-analysis/5Tq5QmvIqEPV9mQt6FkvEj,212000,3
Balada Chilanga,0.466,0.546,7,-8.872,1,0.0309,0.00147,0,0.207,0.637,78.297,audio_features,0OuuoanG0AweEt3zEpmjWN,spotify:track:0OuuoanG0AweEt3zEpmjWN,https://api.spotify.com/v1/tracks/0OuuoanG0AweEt3zEpmjWN,https://api.spotify.com/v1/audio-analysis/0OuuoanG0AweEt3zEpmjWN,217942,4
Change (In the House of Flies),0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,audio_features,51c94ac31swyDQj9B3Lzs3,spotify:track:51c94ac31swyDQj9B3Lzs3,https://api.spotify.com/v1/tracks/51c94ac31swyDQj9B3Lzs3,https://api.spotify.com/v1/audio-analysis/51c94ac31swyDQj9B3Lzs3,299533,4
Una Vez Más,0.657,0.43,11,-7.692,0,0.0379,0.462,0,0.232,0.495,80.053,audio_features,2chfSxiJbU8B8jpEHyuNm2,spotify:track:2chfSxiJbU8B8jpEHyuNm2,https://api.spotify.com/v1/tracks/2chfSxiJbU8B8jpEHyuNm2,https://api.spotify.com/v1/audio-analysis/2chfSxiJbU8B8jpEHyuNm2,245063,4
Passenger,0.345,0.797,0,-6.152,1,0.0551,0.00188,0.0668,0.145,0.223,117.987,audio_features,7IoK6jZBxY7NMoQPoPXZCF,spotify:track:7IoK6jZBxY7NMoQPoPXZCF,https://api.spotify.com/v1/tracks/7IoK6jZBxY7NMoQPoPXZCF,https://api.spotify.com/v1/audio-analysis/7IoK6jZBxY7NMoQPoPXZCF,368667,4
Drive By,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06E-05,0.0801,0.721,122.028,audio_features,0KAiuUOrLTIkzkpfpn9jb9,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/tracks/0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/audio-analysis/0KAiuUOrLTIkzkpfpn9jb9,195973,4
Far Away,0.518,0.797,6,-5.153,1,0.0309,0.000681,0,0.107,0.293,132.918,audio_features,0ADZ5dmXhlfzjMw6lefoPl,spotify:track:0ADZ5dmXhlfzjMw6lefoPl,https://api.spotify.com/v1/tracks/0ADZ5dmXhlfzjMw6lefoPl,https://api.spotify.com/v1/audio-analysis/0ADZ5dmXhlfzjMw6lefoPl,238173,4
dripping rain,0.168,0.893,0,-28.637,0,0.0617,0.887,0.934,0.463,0.000911,121.437,audio_features,0Of6J0VrkGeNm8YRpTYby9,spotify:track:0Of6J0VrkGeNm8YRpTYby9,https://api.spotify.com/v1/tracks/0Of6J0VrkGeNm8YRpTYby9,https://api.spotify.com/v1/audio-analysis/0Of6J0VrkGeNm8YRpTYby9,159388,4
Ciego De Amor - Remasterizado 2008,0.669,0.637,9,-7.422,0,0.0635,0.0301,0.00754,0.0482,0.455,146.067,audio_features,2BVkB1QhcVOmi1a4ou874R,spotify:track:2BVkB1QhcVOmi1a4ou874R,https://api.spotify.com/v1/tracks/2BVkB1QhcVOmi1a4ou874R,https://api.spotify.com/v1/audio-analysis/2BVkB1QhcVOmi1a4ou874R,327773,4
Carreta Furacão,0.527,0.916,4,-7.261,1,0.0506,0.0001,0.912,0.106,0.472,119.984,audio_features,4p1971NZaeGcf5BOidrx7R,spotify:track:4p1971NZaeGcf5BOidrx7R,https://api.spotify.com/v1/tracks/4p1971NZaeGcf5BOidrx7R,https://api.spotify.com/v1/audio-analysis/4p1971NZaeGcf5BOidrx7R,407163,4
Moments of Stillness,0.292,0.0803,4,-25.197,1,0.0372,0.943,0.909,0.109,0.067,68.611,audio_features,6m9JbPIC8saBo8pVm08x0j,spotify:track:6m9JbPIC8saBo8pVm08x0j,https://api.spotify.com/v1/tracks/6m9JbPIC8saBo8pVm08x0j,https://api.spotify.com/v1/audio-analysis/6m9JbPIC8saBo8pVm08x0j,182765,4
Taste You,0.739,0.632,4,-5.736,0,0.108,0.4,0.023,0.0782,0.194,111.985,audio_features,5pShr2K6E9OPhmLT4peCuZ,spotify:track:5pShr2K6E9OPhmLT4peCuZ,https://api.spotify.com/v1/tracks/5pShr2K6E9OPhmLT4peCuZ,https://api.spotify.com/v1/audio-analysis/5pShr2K6E9OPhmLT4peCuZ,160152,4
Swerving,0.117,0.000994,7,-38.728,1,0.0498,0.942,0.949,0.099,0.183,87.557,audio_features,67sHA0PewCor6HdDer5Nxv,spotify:track:67sHA0PewCor6HdDer5Nxv,https://api.spotify.com/v1/tracks/67sHA0PewCor6HdDer5Nxv,https://api.spotify.com/v1/audio-analysis/67sHA0PewCor6HdDer5Nxv,163043,5
