name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Alright,0.796,0.766,7,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034,audio_features,3iVcZ5G6tvkXZkZKlMpIUs,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,https://api.spotify.com/v1/tracks/3iVcZ5G6tvkXZkZKlMpIUs,https://api.spotify.com/v1/audio-analysis/3iVcZ5G6tvkXZkZKlMpIUs,219333,4
Oda a la Sin Nombre,0.646,0.812,4,-7.809,1,0.0291,0.00243,0.0531,0.243,0.927,120.04,audio_features,5l6HQ03qnofn7Us7cADWQg,spotify:track:5l6HQ03qnofn7Us7cADWQg,https://api.spotify.com/v1/tracks/5l6HQ03qnofn7Us7cADWQg,https://api.spotify.com/v1/audio-analysis/5l6HQ03qnofn7Us7cADWQg,272480,4
Floating Clouds,0.357,0.0401,9,-28.28,0,0.088,0.991,0.876,0.07,0.218,184.978,audio_features,7ySmzAC2KyjhGqFDoP60RJ,spotify:track:7ySmzAC2KyjhGqFDoP60RJ,https://api.spotify.com/v1/tracks/7ySmzAC2KyjhGqFDoP60RJ,https://api.spotify.com/v1/audio-analysis/7ySmzAC2KyjhGqFDoP60RJ,102500,3
Uspokój Się,0.169,0.00311,11,-37.295,0,0.0422,0.993,0.867,0.102,0.0759,70.553,audio_features,2z34pTQJgLNiGpRKxmUOMi,spotify:track:2z34pTQJgLNiGpRKxmUOMi,https://api.spotify.com/v1/tracks/2z34pTQJgLNiGpRKxmUOMi,https://api.spotify.com/v1/audio-analysis/2z34pTQJgLNiGpRKxmUOMi,205500,4
Spaces,0.716,0.201,5,-13.747,1,0.0526,0.869,0.000149,0.079,0.273,111.949,audio_features,5GajRVWciDJoZhs2z4tlMp,spotify:track:5GajRVWciDJoZhs2z4tlMp,https://api.spotify.com/v1/tracks/5GajRVWciDJoZhs2z4tlMp,https://api.spotify.com/v1/audio-analysis/5GajRVWciDJoZhs2z4tlMp,227813,4
Cuencos Tibetanos,0.298,0.337,0,-17.846,0,0.0837,0.364,0.0177,0.0994,0.0395,142.186,audio_features,45OAXcOuGdIj2G2N0nFS3v,spotify:track:45OAXcOuGdIj2G2N0nFS3v,https://api.spotify.com/v1/tracks/45OAXcOuGdIj2G2N0nFS3v,https://api.spotify.com/v1/audio-analysis/45OAXcOuGdIj2G2N0nFS3v,330652,3
If We Wait,0.444,0.655,8,-5.662,1,0.0331,0.221,0.0782,0.179,0.0969,101.077,audio_features,3nX5TiovePqS6yG8pYdwR2,spotify:track:3nX5TiovePqS6yG8pYdwR2,https://api.spotify.com/v1/tracks/3nX5TiovePqS6yG8pYdwR2,https://api.spotify.com/v1/audio-analysis/3nX5TiovePqS6yG8pYdwR2,173027,3
No Te Olvidé,0.541,0.754,9,-4.703,1,0.117,0.448,0,0.085,0.417,111.947,audio_features,3IkRM0J6C71Bc7to3zJJHx,spotify:track:3IkRM0J6C71Bc7to3zJJHx,https://api.spotify.com/v1/tracks/3IkRM0J6C71Bc7to3zJJHx,https://api.spotify.com/v1/audio-analysis/3IkRM0J6C71Bc7to3zJJHx,249134,5
Just Like Honey,0.341,0.552,8,-10.503,1,0.0423,8.02E-05,0.616,0.0591,0.486,121.361,audio_features,1LwP9g1Hjbs64jXM2Qsxry,spotify:track:1LwP9g1Hjbs64jXM2Qsxry,https://api.spotify.com/v1/tracks/1LwP9g1Hjbs64jXM2Qsxry,https://api.spotify.com/v1/audio-analysis/1LwP9g1Hjbs64jXM2Qsxry,182493,4
This Picture,0.462,0.91,1,-7.198,1,0.0359,8.58E-05,0.0469,0.0863,0.616,155.69,audio_features,5he7AYCR3MGloRnuWEMroT,spotify:track:5he7AYCR3MGloRnuWEMroT,https://api.spotify.com/v1/tracks/5he7AYCR3MGloRnuWEMroT,https://api.spotify.com/v1/audio-analysis/5he7AYCR3MGloRnuWEMroT,214907,4
TOI 700 d,0.615,0.579,10,-9.535,0,0.103,0.864,0,0.145,0.726,84.234,audio_features,6KAG73BgB6uMdd26YVh7MG,spotify:track:6KAG73BgB6uMdd26YVh7MG,https://api.spotify.com/v1/tracks/6KAG73BgB6uMdd26YVh7MG,https://api.spotify.com/v1/audio-analysis/6KAG73BgB6uMdd26YVh7MG,51711,4
Other Planets,0.641,0.397,2,-8.912,0,0.166,0.499,0.95,0.352,0.344,79.971,audio_features,1EDCnr5zLbJIfmqgirRdPn,spotify:track:1EDCnr5zLbJIfmqgirRdPn,https://api.spotify.com/v1/tracks/1EDCnr5zLbJIfmqgirRdPn,https://api.spotify.com/v1/audio-analysis/1EDCnr5zLbJIfmqgirRdPn,97500,4
Runaway,0.521,0.277,11,-10.34,1,0.0356,0.634,7.07E-05,0.103,0.13,115.01,audio_features,0TCmhnbMpw5zwPsTvlXTJi,spotify:track:0TCmhnbMpw5zwPsTvlXTJi,https://api.spotify.com/v1/tracks/0TCmhnbMpw5zwPsTvlXTJi,https://api.spotify.com/v1/audio-analysis/0TCmhnbMpw5zwPsTvlXTJi,248827,4
Te Voy a Mostrar,0.616,0.733,0,-5.921,0,0.0338,0.0386,0,0.266,0.436,128.878,audio_features,6bxZEPqWc9oSqYBa1NgA7d,spotify:track:6bxZEPqWc9oSqYBa1NgA7d,https://api.spotify.com/v1/tracks/6bxZEPqWc9oSqYBa1NgA7d,https://api.spotify.com/v1/audio-analysis/6bxZEPqWc9oSqYBa1NgA7d,198373,4
No Es Que No Te Quiera,0.644,0.736,2,-5.686,0,0.0328,0.0098,0.342,0.47,0.609,100.002,audio_features,2MZ8QFHGiHa5oQcF6nX8fX,spotify:track:2MZ8QFHGiHa5oQcF6nX8fX,https://api.spotify.com/v1/tracks/2MZ8QFHGiHa5oQcF6nX8fX,https://api.spotify.com/v1/audio-analysis/2MZ8QFHGiHa5oQcF6nX8fX,228534,4
Nothing Falls Like Rain,0.0952,1,5,-17.78,0,0.0456,0.956,0.775,0.945,1E-05,72.858,audio_features,31MpTScCW34zYT4sIZT4rY,spotify:track:31MpTScCW34zYT4sIZT4rY,https://api.spotify.com/v1/tracks/31MpTScCW34zYT4sIZT4rY,https://api.spotify.com/v1/audio-analysis/31MpTScCW34zYT4sIZT4rY,147534,1
Mil caminos - En vivo,0.58,0.877,7,-9.005,1,0.0454,0.00115,0.0242,0.622,0.671,89.983,audio_features,7zZESEhPkn3qWqfsgcdiQT,spotify:track:7zZESEhPkn3qWqfsgcdiQT,https://api.spotify.com/v1/tracks/7zZESEhPkn3qWqfsgcdiQT,https://api.spotify.com/v1/audio-analysis/7zZESEhPkn3qWqfsgcdiQT,279786,4
Pea,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,audio_features,1uMp4zGE1VqcIv1Ox3jIPm,spotify:track:1uMp4zGE1VqcIv1Ox3jIPm,https://api.spotify.com/v1/tracks/1uMp4zGE1VqcIv1Ox3jIPm,https://api.spotify.com/v1/audio-analysis/1uMp4zGE1VqcIv1Ox3jIPm,198082,4
Purity,0.28,0.118,9,-23.946,0,0.0361,0.619,0.914,0.107,0.104,89.866,audio_features,4LRV7mkO2L1yBVhmbDvdqV,spotify:track:4LRV7mkO2L1yBVhmbDvdqV,https://api.spotify.com/v1/tracks/4LRV7mkO2L1yBVhmbDvdqV,https://api.spotify.com/v1/audio-analysis/4LRV7mkO2L1yBVhmbDvdqV,153833,4
Mother,0.365,0.763,11,-9.45,0,0.0591,0.00726,0.000457,0.0865,0.342,148.366,audio_features,7txxAtOMwLLnQTpKeBL6bp,spotify:track:7txxAtOMwLLnQTpKeBL6bp,https://api.spotify.com/v1/tracks/7txxAtOMwLLnQTpKeBL6bp,https://api.spotify.com/v1/audio-analysis/7txxAtOMwLLnQTpKeBL6bp,204867,4
Paranoid,0.429,0.631,4,-11.514,0,0.0769,7.85E-05,0.00411,0.175,0.376,162.734,audio_features,1jzDzZWeSDBg5fhNc3tczV,spotify:track:1jzDzZWeSDBg5fhNc3tczV,https://api.spotify.com/v1/tracks/1jzDzZWeSDBg5fhNc3tczV,https://api.spotify.com/v1/audio-analysis/1jzDzZWeSDBg5fhNc3tczV,168440,4
...Y para siempre,0.422,0.922,10,-3.778,1,0.0662,0.00502,0.000218,0.136,0.485,147.975,audio_features,6D7gPrYpET9NhpowaUFT2E,spotify:track:6D7gPrYpET9NhpowaUFT2E,https://api.spotify.com/v1/tracks/6D7gPrYpET9NhpowaUFT2E,https://api.spotify.com/v1/audio-analysis/6D7gPrYpET9NhpowaUFT2E,225227,4
Beautiful Stranger,0.52,0.756,11,-3.909,1,0.0288,0.122,3.53E-05,0.389,0.286,122.448,audio_features,3DlRZM6zKSlAZigHbJQ3cp,spotify:track:3DlRZM6zKSlAZigHbJQ3cp,https://api.spotify.com/v1/tracks/3DlRZM6zKSlAZigHbJQ3cp,https://api.spotify.com/v1/audio-analysis/3DlRZM6zKSlAZigHbJQ3cp,260760,4
Everything Zen - Remastered,0.48,0.848,0,-4.44,1,0.0455,0.000316,0.00523,0.152,0.354,134.227,audio_features,5l2DXYLyBVZWhdpgqa3a9k,spotify:track:5l2DXYLyBVZWhdpgqa3a9k,https://api.spotify.com/v1/tracks/5l2DXYLyBVZWhdpgqa3a9k,https://api.spotify.com/v1/audio-analysis/5l2DXYLyBVZWhdpgqa3a9k,278133,4
Sigiriya,0.105,0.0198,11,-31.721,1,0.0432,0.845,0.779,0.0908,0.0373,67.404,audio_features,11tgd8lU2eFk0DNqMTEqtT,spotify:track:11tgd8lU2eFk0DNqMTEqtT,https://api.spotify.com/v1/tracks/11tgd8lU2eFk0DNqMTEqtT,https://api.spotify.com/v1/audio-analysis/11tgd8lU2eFk0DNqMTEqtT,168000,3
Si Te Vas,0.73,0.644,0,-4.124,1,0.132,0.0933,4.56E-06,0.143,0.554,174.101,audio_features,6Y4PDQv4XjYjHLeLmvyOt0,spotify:track:6Y4PDQv4XjYjHLeLmvyOt0,https://api.spotify.com/v1/tracks/6Y4PDQv4XjYjHLeLmvyOt0,https://api.spotify.com/v1/audio-analysis/6Y4PDQv4XjYjHLeLmvyOt0,204907,4
Sunrise Catrin,0.152,0.0525,7,-27.139,1,0.0373,0.97,0.898,0.107,0.0564,138.434,audio_features,2EC2o4ToD6HToqFRYj6uq3,spotify:track:2EC2o4ToD6HToqFRYj6uq3,https://api.spotify.com/v1/tracks/2EC2o4ToD6HToqFRYj6uq3,https://api.spotify.com/v1/audio-analysis/2EC2o4ToD6HToqFRYj6uq3,219251,3
EME,0.361,0.418,9,-7.712,1,0.0367,0.463,7.08E-06,0.103,0.225,70.005,audio_features,51SitUPwbwJXKUEUsEBk9X,spotify:track:51SitUPwbwJXKUEUsEBk9X,https://api.spotify.com/v1/tracks/51SitUPwbwJXKUEUsEBk9X,https://api.spotify.com/v1/audio-analysis/51SitUPwbwJXKUEUsEBk9X,236480,4
Vanishing,0.742,0.653,7,-8.481,1,0.0626,0.271,0.851,0.104,0.419,111.999,audio_features,0aImQQCR20G0KZu9OtoLSJ,spotify:track:0aImQQCR20G0KZu9OtoLSJ,https://api.spotify.com/v1/tracks/0aImQQCR20G0KZu9OtoLSJ,https://api.spotify.com/v1/audio-analysis/0aImQQCR20G0KZu9OtoLSJ,488046,4
Formas De Amor,0.732,0.839,10,-7.948,0,0.0539,0.0456,0.031,0.0448,0.933,95.071,audio_features,0grtL2b9mfjf9mfOxVZJhP,spotify:track:0grtL2b9mfjf9mfOxVZJhP,https://api.spotify.com/v1/tracks/0grtL2b9mfjf9mfOxVZJhP,https://api.spotify.com/v1/audio-analysis/0grtL2b9mfjf9mfOxVZJhP,242053,4
Hologramas,0.614,0.746,2,-4.191,1,0.0276,0.0411,0.00301,0.11,0.233,105.435,audio_features,3elCmMsrZX2mCuXVzHKbmJ,spotify:track:3elCmMsrZX2mCuXVzHKbmJ,https://api.spotify.com/v1/tracks/3elCmMsrZX2mCuXVzHKbmJ,https://api.spotify.com/v1/audio-analysis/3elCmMsrZX2mCuXVzHKbmJ,137840,4
La Doctrina Secreta,0.496,0.861,9,-4.653,1,0.0885,0.148,0.0299,0.131,0.93,149.048,audio_features,1Ndcstgu5us86wCc3CHpf2,spotify:track:1Ndcstgu5us86wCc3CHpf2,https://api.spotify.com/v1/tracks/1Ndcstgu5us86wCc3CHpf2,https://api.spotify.com/v1/audio-analysis/1Ndcstgu5us86wCc3CHpf2,161123,4
Peaceful Forest,0.211,0.425,7,-46.448,0,0.0542,0.88,0.613,0.184,0.0122,116.884,audio_features,28ilcqErfNjitJ7T3byHoX,spotify:track:28ilcqErfNjitJ7T3byHoX,https://api.spotify.com/v1/tracks/28ilcqErfNjitJ7T3byHoX,https://api.spotify.com/v1/audio-analysis/28ilcqErfNjitJ7T3byHoX,181204,4
Acicálame,0.675,0.707,2,-6.695,1,0.0304,0.0889,6.1E-06,0.243,0.726,130.983,audio_features,5Ew6ieSRFMoGZlF3rWtDNM,spotify:track:5Ew6ieSRFMoGZlF3rWtDNM,https://api.spotify.com/v1/tracks/5Ew6ieSRFMoGZlF3rWtDNM,https://api.spotify.com/v1/audio-analysis/5Ew6ieSRFMoGZlF3rWtDNM,202053,4
The Way That You Love Me,0.767,0.852,1,-8.297,1,0.0729,0.0932,0.00343,0.0837,0.886,119.971,audio_features,57ysLbmFhxX9WL9e5QTAmz,spotify:track:57ysLbmFhxX9WL9e5QTAmz,https://api.spotify.com/v1/tracks/57ysLbmFhxX9WL9e5QTAmz,https://api.spotify.com/v1/audio-analysis/57ysLbmFhxX9WL9e5QTAmz,321178,4
Mindful Rain,0.129,0.996,6,-21.5,0,0.0714,0.141,0.984,0.865,0.00616,145.245,audio_features,4q4u6MLCGrpfHperJ7U8NZ,spotify:track:4q4u6MLCGrpfHperJ7U8NZ,https://api.spotify.com/v1/tracks/4q4u6MLCGrpfHperJ7U8NZ,https://api.spotify.com/v1/audio-analysis/4q4u6MLCGrpfHperJ7U8NZ,168670,3
Hold Me Close,0.654,0.795,0,-4.419,1,0.0536,0.178,0,0.19,0.465,120.019,audio_features,24aN8j7dBw0FxxKUBlCtd6,spotify:track:24aN8j7dBw0FxxKUBlCtd6,https://api.spotify.com/v1/tracks/24aN8j7dBw0FxxKUBlCtd6,https://api.spotify.com/v1/audio-analysis/24aN8j7dBw0FxxKUBlCtd6,185750,4
Freak Scene,0.241,0.94,9,-3.519,1,0.0706,0.00749,0.00266,0.327,0.199,154.133,audio_features,7FIhuHZUdUxWX2hDMGdIbF,spotify:track:7FIhuHZUdUxWX2hDMGdIbF,https://api.spotify.com/v1/tracks/7FIhuHZUdUxWX2hDMGdIbF,https://api.spotify.com/v1/audio-analysis/7FIhuHZUdUxWX2hDMGdIbF,216960,4
Mamoneo,0.879,0.79,9,-4.994,0,0.382,0.28,1.07E-06,0.0608,0.864,90.969,audio_features,0UF0Wf3winRoM9au8z3B88,spotify:track:0UF0Wf3winRoM9au8z3B88,https://api.spotify.com/v1/tracks/0UF0Wf3winRoM9au8z3B88,https://api.spotify.com/v1/audio-analysis/0UF0Wf3winRoM9au8z3B88,274280,4
El momento de aprovechar el momento,0.614,0.587,8,-6.519,0,0.0257,0.54,0,0.104,0.563,144.041,audio_features,2I9JtgK8GsSLdlQJRjE3FZ,spotify:track:2I9JtgK8GsSLdlQJRjE3FZ,https://api.spotify.com/v1/tracks/2I9JtgK8GsSLdlQJRjE3FZ,https://api.spotify.com/v1/audio-analysis/2I9JtgK8GsSLdlQJRjE3FZ,263048,4
Stillness,0.224,0.00318,1,-42.013,1,0.0479,0.995,0.879,0.113,0.0561,68.452,audio_features,6cn3ydXeMViI9FKbvU5yC6,spotify:track:6cn3ydXeMViI9FKbvU5yC6,https://api.spotify.com/v1/tracks/6cn3ydXeMViI9FKbvU5yC6,https://api.spotify.com/v1/audio-analysis/6cn3ydXeMViI9FKbvU5yC6,150066,1
El Velo,0.713,0.709,1,-9.013,0,0.0249,0.0333,0.0732,0.12,0.508,109.244,audio_features,28aqrsXZ5EkVqiOPquzbAp,spotify:track:28aqrsXZ5EkVqiOPquzbAp,https://api.spotify.com/v1/tracks/28aqrsXZ5EkVqiOPquzbAp,https://api.spotify.com/v1/audio-analysis/28aqrsXZ5EkVqiOPquzbAp,287232,4
Parecemos tontos - Opción Cheche Alara,0.492,0.623,0,-7.102,1,0.106,0.169,0,0.151,0.44,125.306,audio_features,5x0U7QKIzNOdoxu0gPIGXs,spotify:track:5x0U7QKIzNOdoxu0gPIGXs,https://api.spotify.com/v1/tracks/5x0U7QKIzNOdoxu0gPIGXs,https://api.spotify.com/v1/audio-analysis/5x0U7QKIzNOdoxu0gPIGXs,344773,5
Goodbye,0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,audio_features,0t3ZvGKlmYmVsDzBJAXK8C,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/tracks/0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/audio-analysis/0t3ZvGKlmYmVsDzBJAXK8C,174853,4
Peleadora,0.625,0.65,7,-6.63,0,0.0472,0.662,0,0.112,0.3,125.432,audio_features,3nGx9DSwNs6HZtRyLa2tdQ,spotify:track:3nGx9DSwNs6HZtRyLa2tdQ,https://api.spotify.com/v1/tracks/3nGx9DSwNs6HZtRyLa2tdQ,https://api.spotify.com/v1/audio-analysis/3nGx9DSwNs6HZtRyLa2tdQ,157547,4
Noko,0.663,0.692,2,-10.135,0,0.0413,0.191,0.837,0.107,0.797,142.015,audio_features,3fuR1DeToAUVnCzT2Sv05B,spotify:track:3fuR1DeToAUVnCzT2Sv05B,https://api.spotify.com/v1/tracks/3fuR1DeToAUVnCzT2Sv05B,https://api.spotify.com/v1/audio-analysis/3fuR1DeToAUVnCzT2Sv05B,85043,4
Get Together,0.364,0.71,9,-7.428,0,0.0972,0.00489,0.00315,0.0747,0.284,123.902,audio_features,1AQQ9DdpEemMVTHNz4eG9a,spotify:track:1AQQ9DdpEemMVTHNz4eG9a,https://api.spotify.com/v1/tracks/1AQQ9DdpEemMVTHNz4eG9a,https://api.spotify.com/v1/audio-analysis/1AQQ9DdpEemMVTHNz4eG9a,315467,4
Estado zen (Ruido blanco),0.131,0.241,2,-17.567,0,0.0366,0.3,0.76,0.153,0.0976,84.824,audio_features,41YBqEzXgxJl4ZqqGxsboP,spotify:track:41YBqEzXgxJl4ZqqGxsboP,https://api.spotify.com/v1/tracks/41YBqEzXgxJl4ZqqGxsboP,https://api.spotify.com/v1/audio-analysis/41YBqEzXgxJl4ZqqGxsboP,196056,4
Flooding Rain,0.165,0.999,5,-18.709,0,0.0851,0.149,0.983,0.972,1E-05,128.26,audio_features,42lrVq6KambSMyAFo1zmeo,spotify:track:42lrVq6KambSMyAFo1zmeo,https://api.spotify.com/v1/tracks/42lrVq6KambSMyAFo1zmeo,https://api.spotify.com/v1/audio-analysis/42lrVq6KambSMyAFo1zmeo,227469,3
Nature Rain,0.229,1,9,-16.796,1,0.0514,0.188,0.976,0.966,1E-05,95.16,audio_features,2lHDpSltSbrgpvSF71ohwc,spotify:track:2lHDpSltSbrgpvSF71ohwc,https://api.spotify.com/v1/tracks/2lHDpSltSbrgpvSF71ohwc,https://api.spotify.com/v1/audio-analysis/2lHDpSltSbrgpvSF71ohwc,133006,4
Unglued - 2019 Remaster,0.441,0.985,9,-5.005,1,0.0645,0.000541,0.00368,0.135,0.364,146.022,audio_features,24U1h00cprjT12WiDL1YX8,spotify:track:24U1h00cprjT12WiDL1YX8,https://api.spotify.com/v1/tracks/24U1h00cprjT12WiDL1YX8,https://api.spotify.com/v1/audio-analysis/24U1h00cprjT12WiDL1YX8,154307,4
Precipitation,0.199,0.999,5,-21.246,0,0.0432,0.157,0.978,0.959,1E-05,65.857,audio_features,7jSpVGnPc3j3KS0W2KKnCJ,spotify:track:7jSpVGnPc3j3KS0W2KKnCJ,https://api.spotify.com/v1/tracks/7jSpVGnPc3j3KS0W2KKnCJ,https://api.spotify.com/v1/audio-analysis/7jSpVGnPc3j3KS0W2KKnCJ,216000,3
Sliver,0.428,0.684,0,-10.044,1,0.0475,1.16E-05,0.000156,0.0744,0.419,141.336,audio_features,3BtHClmMmURD8UHF2fiyxt,spotify:track:3BtHClmMmURD8UHF2fiyxt,https://api.spotify.com/v1/tracks/3BtHClmMmURD8UHF2fiyxt,https://api.spotify.com/v1/audio-analysis/3BtHClmMmURD8UHF2fiyxt,136493,4
Start Choppin',0.373,0.755,2,-7.574,1,0.103,0.00411,0.000799,0.0635,0.57,111.813,audio_features,7yThIhNzpgDBIGoL2y1y6u,spotify:track:7yThIhNzpgDBIGoL2y1y6u,https://api.spotify.com/v1/tracks/7yThIhNzpgDBIGoL2y1y6u,https://api.spotify.com/v1/audio-analysis/7yThIhNzpgDBIGoL2y1y6u,340187,4
Every Day Should Be A Holiday,0.506,0.888,4,-7.56,1,0.0391,4.24E-05,0.193,0.113,0.442,118.023,audio_features,793DTWSbDWObL5qqhuub61,spotify:track:793DTWSbDWObL5qqhuub61,https://api.spotify.com/v1/tracks/793DTWSbDWObL5qqhuub61,https://api.spotify.com/v1/audio-analysis/793DTWSbDWObL5qqhuub61,241147,4
Sugar,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,audio_features,2iuZJX9X9P0GKaE93xcPjk,spotify:track:2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/audio-analysis/2iuZJX9X9P0GKaE93xcPjk,235493,4
River Cross,0.498,0.51,0,-10.319,1,0.0358,0.544,0.000119,0.0839,0.225,119.937,audio_features,3vM4uIHDY9nAZcRRoyXnLX,spotify:track:3vM4uIHDY9nAZcRRoyXnLX,https://api.spotify.com/v1/tracks/3vM4uIHDY9nAZcRRoyXnLX,https://api.spotify.com/v1/audio-analysis/3vM4uIHDY9nAZcRRoyXnLX,354947,4
What Lovers Do (feat. SZA),0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66E-06,0.1,0.419,110.001,audio_features,0GxQ1A5L9xnMOytbP6eKBG,spotify:track:0GxQ1A5L9xnMOytbP6eKBG,https://api.spotify.com/v1/tracks/0GxQ1A5L9xnMOytbP6eKBG,https://api.spotify.com/v1/audio-analysis/0GxQ1A5L9xnMOytbP6eKBG,199849,4
Solín,0.876,0.866,11,-1.568,1,0.259,0.314,1.64E-06,0.0562,0.879,118.011,audio_features,6Fb1H6DDt1OxZs4empXAfP,spotify:track:6Fb1H6DDt1OxZs4empXAfP,https://api.spotify.com/v1/tracks/6Fb1H6DDt1OxZs4empXAfP,https://api.spotify.com/v1/audio-analysis/6Fb1H6DDt1OxZs4empXAfP,174515,4
No Voy a Volver,0.758,0.338,10,-11.215,0,0.0868,0.621,8.31E-05,0.0949,0.314,110.021,audio_features,7CyTcdRBnWs3vCCx9kPWFY,spotify:track:7CyTcdRBnWs3vCCx9kPWFY,https://api.spotify.com/v1/tracks/7CyTcdRBnWs3vCCx9kPWFY,https://api.spotify.com/v1/audio-analysis/7CyTcdRBnWs3vCCx9kPWFY,203082,4
Florecita Rockera,0.636,0.843,4,-4.286,0,0.064,0.0194,0,0.109,0.768,80.807,audio_features,7dg3Q2HXM5tlaV5B5KXhTr,spotify:track:7dg3Q2HXM5tlaV5B5KXhTr,https://api.spotify.com/v1/tracks/7dg3Q2HXM5tlaV5B5KXhTr,https://api.spotify.com/v1/audio-analysis/7dg3Q2HXM5tlaV5B5KXhTr,177787,4
Why Go,0.322,0.968,9,-5.59,1,0.106,0.00999,4.12E-05,0.445,0.316,115.565,audio_features,337kipThk7s7nHJ8POg1jK,spotify:track:337kipThk7s7nHJ8POg1jK,https://api.spotify.com/v1/tracks/337kipThk7s7nHJ8POg1jK,https://api.spotify.com/v1/audio-analysis/337kipThk7s7nHJ8POg1jK,200039,4
Qalaq 4,0.131,0.615,7,-7.756,1,0.0347,0.128,0.321,0.272,0.0804,95.626,audio_features,70ZzSfH3oOBo7oMAxYLtro,spotify:track:70ZzSfH3oOBo7oMAxYLtro,https://api.spotify.com/v1/tracks/70ZzSfH3oOBo7oMAxYLtro,https://api.spotify.com/v1/audio-analysis/70ZzSfH3oOBo7oMAxYLtro,183190,3
Telegram Sam,0.515,0.676,2,-12.126,1,0.104,0.0533,0.0644,0.063,0.781,94.07,audio_features,27SmGGb8bQoRtXj4RGabxD,spotify:track:27SmGGb8bQoRtXj4RGabxD,https://api.spotify.com/v1/tracks/27SmGGb8bQoRtXj4RGabxD,https://api.spotify.com/v1/audio-analysis/27SmGGb8bQoRtXj4RGabxD,130840,4
Therefore I Am,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,audio_features,54bFM56PmE4YLRnqpW6Tha,spotify:track:54bFM56PmE4YLRnqpW6Tha,https://api.spotify.com/v1/tracks/54bFM56PmE4YLRnqpW6Tha,https://api.spotify.com/v1/audio-analysis/54bFM56PmE4YLRnqpW6Tha,174321,4
This Is Your Life,0.612,0.899,5,-6.003,1,0.0284,0.0115,0.000114,0.246,0.502,100.008,audio_features,2VZ3ibuhicmovAqEMIFdJW,spotify:track:2VZ3ibuhicmovAqEMIFdJW,https://api.spotify.com/v1/tracks/2VZ3ibuhicmovAqEMIFdJW,https://api.spotify.com/v1/audio-analysis/2VZ3ibuhicmovAqEMIFdJW,218893,4
Magia (Versión 2021),0.61,0.816,1,-6.376,0,0.0395,0.106,0.0585,0.0878,0.624,149.958,audio_features,0hOGoQoTaO6hHTKievGTUZ,spotify:track:0hOGoQoTaO6hHTKievGTUZ,https://api.spotify.com/v1/tracks/0hOGoQoTaO6hHTKievGTUZ,https://api.spotify.com/v1/audio-analysis/0hOGoQoTaO6hHTKievGTUZ,231457,4
High Fly,0.755,0.462,10,-13.017,0,0.0504,0.0715,0.91,0.109,0.68,100.007,audio_features,2LBf4COkSAdeWiErXJXJ7l,spotify:track:2LBf4COkSAdeWiErXJXJ7l,https://api.spotify.com/v1/tracks/2LBf4COkSAdeWiErXJXJ7l,https://api.spotify.com/v1/audio-analysis/2LBf4COkSAdeWiErXJXJ7l,260160,4
Adiós,0.433,0.431,2,-6.422,1,0.0367,0.169,0,0.307,0.722,177.732,audio_features,63bmZnBN1CiJ9sA4qTEe8y,spotify:track:63bmZnBN1CiJ9sA4qTEe8y,https://api.spotify.com/v1/tracks/63bmZnBN1CiJ9sA4qTEe8y,https://api.spotify.com/v1/audio-analysis/63bmZnBN1CiJ9sA4qTEe8y,199320,4
Amor Propio,0.413,0.0669,0,-14.185,1,0.0701,0.983,0.00052,0.158,0.662,126.163,audio_features,2XcaKY3ERGi62a8UazC4wj,spotify:track:2XcaKY3ERGi62a8UazC4wj,https://api.spotify.com/v1/tracks/2XcaKY3ERGi62a8UazC4wj,https://api.spotify.com/v1/audio-analysis/2XcaKY3ERGi62a8UazC4wj,232000,5
La Otra Ciudad,0.305,0.34,4,-15.319,1,0.0309,0.139,0.00517,0.109,0.0882,79.92,audio_features,7isif6McdOOOtdcOsmQI8g,spotify:track:7isif6McdOOOtdcOsmQI8g,https://api.spotify.com/v1/tracks/7isif6McdOOOtdcOsmQI8g,https://api.spotify.com/v1/audio-analysis/7isif6McdOOOtdcOsmQI8g,258652,4
Dime Jaguar,0.525,0.746,9,-8.194,1,0.0325,0.125,0.0571,0.137,0.513,127.942,audio_features,1KnhTAyAcYZ4hO9YBWAATe,spotify:track:1KnhTAyAcYZ4hO9YBWAATe,https://api.spotify.com/v1/tracks/1KnhTAyAcYZ4hO9YBWAATe,https://api.spotify.com/v1/audio-analysis/1KnhTAyAcYZ4hO9YBWAATe,297200,4
